DATE_OF_SCORE	PROPERTY_TYPE	CONTENTDATA_PROPERTY_TYPE_ID	APS_RAW_SCORE	PROPERTY_NAME
2024-04-06	STATION	101-2141	0.1974176924	WIBWFM
2024-04-06	STATION	101-2104	0.196784397	KGNCAM
2024-04-06	STATION	102-7052	0.1959263793	DEPECHEMODERADIO
2024-04-06	STATION	101-3937	0.1956825924	KGGOFM
2024-04-06	STATION	102-7353	0.1955007734	CHRISTINEGETSDUMPEDATTHEPROM
2024-04-06	STATION	101-4089	0.195131687	WXLMAM
2024-04-06	STATION	102-7646	0.1949702965	PSYCHEDELICSATURDAYNIGHT
2024-04-06	STATION	102-7648	0.194024422	SHAKEUPCHRISTMASWITHTRAIN
2024-04-06	STATION	102-7702	0.1935579517	AGUSTDRADIO
2024-04-06	STATION	102-7312	0.1929736701	ELECTRIFIED
2024-04-06	STATION	101-2178	0.1924125395	WIKZFM
2024-04-06	STATION	102-7449	0.1920890713	PUROPERREO
2024-04-06	STATION	101-2509	0.1919916902	WGUSFM
2024-04-06	STATION	102-7672	0.191838468	HIPHOPMADE20102020
2024-04-06	STATION	101-2551	0.1909702061	WZFXHD2
2024-04-06	STATION	102-7631	0.1909361565	PUNKINTHESUN
2024-04-06	STATION	101-1665	0.1907979151	KZNTAM
2024-04-06	STATION	101-3938	0.1905840832	KHKIFM
2024-04-06	STATION	102-7347	0.1905064499	WOMENOFTHE90S
2024-04-06	STATION	101-2549	0.1902585679	WKMLHD2
2024-04-06	STATION	102-7515	0.1886793315	ALTERNACHRISTMAS
2024-04-06	STATION	101-2063	0.188384457	WINGAM
2024-04-06	STATION	101-4029	0.1883252097	KKGBFM
2024-04-06	STATION	102-7627	0.1882911594	AMYWINEHOUSERADIO
2024-04-06	STATION	102-7066	0.188219654	MARIAHCAREYRADIO
2024-04-06	STATION	101-3780	0.1881447434	KBXXFM
2024-04-06	STATION	101-2135	0.1874691847	KBMGFM
2024-04-06	STATION	101-3394	0.18733094	FUNKYRADIO
2024-04-06	STATION	101-4146	0.1870074603	KATMFM
2024-04-06	STATION	101-2096	0.1869522985	KTFMFM
2024-04-06	STATION	102-7624	0.1867874938	QUINCYJONESRADIO
2024-04-06	STATION	101-2583	0.1859389509	WVPOFM
2024-04-06	STATION	101-4267	0.1841635324	WGMCFM
2024-04-06	STATION	101-2291	0.1840007676	KDIZAM
2024-04-06	STATION	101-4830	0.1839415184	THEWEATHERCHANNEL
2024-04-06	STATION	102-7302	0.1831236051	JAKEOWENSTIKITONK
2024-04-06	STATION	101-4304	0.1821708426	K251BS
2024-04-06	STATION	102-7082	0.1820748169	REDHOTCHILIPEPPERSRADIO
2024-04-06	STATION	101-4013	0.182016248	KCHZFM
2024-04-06	STATION	101-3777	0.1817091013	KBFBFM
2024-04-06	STATION	101-2211	0.1811329441	KFORAM
2024-04-06	STATION	101-2105	0.1807236395	KGNCFM
2024-04-06	STATION	101-3814	0.1803225063	WINSNOTICIAS
2024-04-06	STATION	101-3970	0.1794650718	WBZFFM
2024-04-06	STATION	102-7115	0.1793976482	ALICIAKEYSRADIO
2024-04-06	STATION	102-7180	0.1783052456	KEITHURBANRADIO
2024-04-06	STATION	101-1253	0.177434178	WPOIFM
2024-04-06	STATION	102-1576	0.1774014873	WVKLHD2
2024-04-06	STATION	101-1690	0.1771460911	KKFSFM
2024-04-06	STATION	101-4193	0.1767054465	WBHTFM
2024-04-06	STATION	101-3628	0.1764228067	WRQTFM
2024-04-06	STATION	102-7303	0.1760243858	ACOUSTICCURRENTS
2024-04-06	STATION	102-7446	0.1754373088	PURABANDA
2024-04-06	STATION	101-2130	0.175293604	KPSIFM
2024-04-06	STATION	102-7501	0.1743258062	AUDACYBEACHFESTIVAL
2024-04-06	STATION	102-7616	0.1742107053	ZAYNRADIO
2024-04-06	STATION	101-2148	0.1741378307	KKWKFM
2024-04-06	STATION	101-3418	0.1739832274	WLVNRADIO
2024-04-06	STATION	101-4272	0.1733436994	WLTLFM
2024-04-06	STATION	101-3904	0.173024956	WNNFFM
2024-04-06	STATION	102-7058	0.1725659097	2PACRADIO
2024-04-06	STATION	101-2707	0.1724174344	BETSWEATS
2024-04-06	STATION	101-4334	0.1722444402	W273DR
2024-04-06	STATION	102-7069	0.1720707646	DRDRERADIO
2024-04-06	STATION	101-2154	0.1715538232	KKQQFM
2024-04-06	STATION	101-4247	0.1714571093	WQRSFM
2024-04-06	STATION	101-4196	0.1712909247	WSJRFM
2024-04-06	STATION	101-1576	0.170598941	WVKLHD2
2024-04-06	STATION	101-4119	0.1700751834	WWLIFM
2024-04-06	STATION	101-4090	0.1695548294	KKNDFM
2024-04-06	STATION	101-3790	0.169508515	WNNLFM
2024-04-06	STATION	102-7712	0.1691475352	LAINEYWILSONSBELLBOTTOMCOUNTRY
2024-04-06	STATION	102-7668	0.1682566605	HIPHOPMADE19851989
2024-04-06	STATION	101-2157	0.1681490468	KZENFM
2024-04-06	STATION	102-7311	0.1681074997	DONTYOUFORGETABOUTTHESE
2024-04-06	STATION	102-7609	0.1677110991	DISNEY90s
2024-04-06	STATION	101-1686	0.1673753156	KZTSAM
2024-04-06	STATION	102-7015	0.1672268351	DOJACATRADIO
2024-04-06	STATION	102-7291	0.1670912953	COUNTRYEDGE
2024-04-06	STATION	102-7523	0.1666451712	JANETJACKSONRADIO
2024-04-06	STATION	101-3994	0.1661690768	WKRUFM
2024-04-06	STATION	101-3948	0.1659300074	WXTAFM
2024-04-06	STATION	102-7530	0.1651664811	FAITHFILLEDCHRISTMAS
2024-04-06	STATION	101-3849	0.1646876574	WQKLFM
2024-04-06	STATION	102-7006	0.1644547156	CARDIBRADIO
2024-04-06	STATION	101-1257	0.1634350799	WSUNFM
2024-04-06	STATION	101-2163	0.1629991613	KIAQFM
2024-04-06	STATION	101-2198	0.1608106937	KTALFM
2024-04-06	STATION	102-7321	0.160523936	NEWMILLENNIUM
2024-04-06	STATION	101-3873	0.1601220654	WZRRFM
2024-04-06	STATION	101-4140	0.1599531432	WTYBFM
2024-04-06	STATION	101-4065	0.1599415639	WGOKAM
2024-04-06	STATION	101-3548	0.1594804325	100HIPHOPANDRNBFM
2024-04-06	STATION	101-3716	0.159250888	KHHMFM
2024-04-06	STATION	101-3789	0.1592359029	WPPZHD2
2024-04-06	STATION	101-4000	0.1592236424	WWKLFM
2024-04-06	STATION	101-3978	0.158740031	KOMSFM
2024-04-06	STATION	101-3635	0.1587080172	WRTBFM
2024-04-06	STATION	101-2202	0.1583756185	KSDRFM
2024-04-06	STATION	102-7406	0.1583177211	PEACEBROTHEROUTTASIGHT
2024-04-06	STATION	102-7109	0.1577421516	WHITNEYHOUSTONRADIO
2024-04-06	STATION	102-7105	0.1575698209	MADONNARADIO
2024-04-06	STATION	102-7208	0.1575616471	THEGRATEFULDEADRADIO
2024-04-06	STATION	101-2056	0.15674699	WARQHD2
2024-04-06	STATION	102-7328	0.1565501365	POPHOP
2024-04-06	STATION	101-3762	0.1564758907	WPZSFM
2024-04-06	STATION	101-3553	0.1554303145	WSBTAM
2024-04-06	STATION	102-7003	0.1553295028	DAVIDGUETTARADIO
2024-04-06	STATION	101-2278	0.155130604	WYLLAM
2024-04-06	STATION	101-2187	0.1549889224	KYSMFM
2024-04-06	STATION	101-4213	0.1549473715	WQXKFM
2024-04-06	STATION	102-7297	0.1544358181	REDWHITEYOU
2024-04-06	STATION	102-7202	0.1542035409	TOMPETTYRADIO
2024-04-06	STATION	101-2279	0.1535489395	WMCAAM
2024-04-06	STATION	101-3655	0.1531177592	WCSYFM
2024-04-06	STATION	101-3834	0.1526116486	KKOBAM
2024-04-06	STATION	102-7554	0.152365745	NEWONQ
2024-04-06	STATION	102-7327	0.1520101717	POPGOESTHEPARTY
2024-04-06	STATION	101-2111	0.1512274986	WHBCFM
2024-04-06	STATION	101-4010	0.1507091202	WJJKFM
2024-04-06	STATION	101-1279	0.1501239837	WGMGFM
2024-04-06	STATION	101-4293	0.1497207219	JAMHITS
2024-04-06	STATION	101-2293	0.1487064315	KKMSIR
2024-04-06	STATION	101-3971	0.148452347	WCMGFM
2024-04-06	STATION	101-1274	0.1482180165	KRAVFM
2024-04-06	STATION	101-2123	0.1481526219	KMKTFM
2024-04-06	STATION	101-4407	0.1478181553	WFGEFM
2024-04-06	STATION	102-7145	0.1474380477	KEVINGATESRADIO
2024-04-06	STATION	101-3385	0.1472200644	NOTREDAMEWBB
2024-04-06	STATION	101-2066	0.147215296	KKIQFM
2024-04-06	STATION	102-7309	0.1467902276	CLUBAUDACY
2024-04-06	STATION	101-2282	0.1463092993	WAVAFM
2024-04-06	STATION	101-2363	0.1463031685	WMRFFM
2024-04-06	STATION	102-7210	0.1457248263	SOUNDGARDENRADIO
2024-04-06	STATION	101-1259	0.1456137897	WBLIFM
2024-04-06	STATION	102-7572	0.1448229075	JOANJETTSBADREPUTATIONRADIO
2024-04-06	STATION	101-3857	0.1441907435	WKHXFM
2024-04-06	STATION	102-7557	0.1440545009	MILEYCYRUSRADIO
2024-04-06	STATION	102-7707	0.1436607591	JELLYROLLRADIO
2024-04-06	STATION	101-2073	0.1433978098	WOADAM
2024-04-06	STATION	102-7231	0.1433828231	OZZYOSBOURNERADIO
2024-04-06	STATION	102-7629	0.1433208324	CMAFESTRADIO
2024-04-06	STATION	101-3478	0.143234999	KIJIFM
2024-04-06	STATION	101-4288	0.1426661816	WBYYFM
2024-04-06	STATION	101-3719	0.1421906893	KKPSFM
2024-04-06	STATION	101-2304	0.1421402789	KDOWAM
2024-04-06	STATION	102-7296	0.1408670687	KATIENEALSLEADINGLADIES
2024-04-06	STATION	102-7212	0.140739679	JOURNEYRADIO
2024-04-06	STATION	101-1255	0.1406735997	WPYOFM
2024-04-06	STATION	101-4338	0.1400536798	CHARLIES80SATTIC
2024-04-06	STATION	101-2328	0.1398506724	WORLAM
2024-04-06	STATION	101-2161	0.139723963	KREIAM
2024-04-06	STATION	101-4087	0.1396381275	WMOSFM
2024-04-06	STATION	101-149	0.1384248444	INFINITY
2024-04-06	STATION	101-4121	0.1382688404	KKOHAM
2024-04-06	STATION	102-7061	0.1380338122	JBALVINRADIO
2024-04-06	STATION	101-2360	0.137738153	WBHVFM
2024-04-06	STATION	102-7164	0.1374636117	WILLIENELSONRADIO
2024-04-06	STATION	101-3666	0.1372544695	WBBKFM
2024-04-06	STATION	102-7512	0.1371413828	CMANOMINATIONSTATION
2024-04-06	STATION	102-7063	0.1370678082	EMINEMRADIO
2024-04-06	STATION	101-3951	0.1369656212	KUGNAM
2024-04-06	STATION	102-7464	0.136673366	BROADWAYBOUND
2024-04-06	STATION	101-3851	0.1364260728	WWWWFM
2024-04-06	STATION	102-7110	0.1357897845	U2RADIO
2024-04-06	STATION	101-4167	0.1353565074	KDVVFM
2024-04-06	STATION	102-7610	0.1338059641	DISNEY00s
2024-04-06	STATION	101-4798	0.1337800761	WUPN864THABEAT
2024-04-06	STATION	102-7688	0.1337705385	COUNTRYTHUNDERRADIO
2024-04-06	STATION	101-1696	0.133434676	KTKZAM
2024-04-06	STATION	101-2188	0.1332030462	KIRKFM
2024-04-06	STATION	102-7019	0.1329162336	BRUNOMARSRADIO
2024-04-06	STATION	101-4054	0.1321879585	WROKFM
2024-04-06	STATION	101-2216	0.1318248415	KZDCAM
2024-04-06	STATION	101-3781	0.1304977194	WHHHFM
2024-04-06	STATION	102-7119	0.1302497342	KENDRICKLAMARRADIO
2024-04-06	STATION	101-4103	0.130190463	KRUZFM
2024-04-06	STATION	101-2200	0.1297728385	KIXXFM
2024-04-06	STATION	101-3384	0.1291855733	NOTREDAMEMBB
2024-04-06	STATION	101-2110	0.1281725012	WHBCAM
2024-04-06	STATION	101-4316	0.1277371573	WNAVAM
2024-04-06	STATION	101-4081	0.1277351134	WSYNFM
2024-04-06	STATION	102-7148	0.1275198255	SUMMERWALKERRADIO
2024-04-06	STATION	102-7034	0.1274183131	AJRRADIO
2024-04-06	STATION	102-7673	0.1272827359	HIPHOPMADE2020THEFUTURE
2024-04-06	STATION	101-3480	0.127141027	KUSGFM
2024-04-06	STATION	102-7016	0.1271287637	DUALIPARADIO
2024-04-06	STATION	101-1410	0.1270797106	KFQDAM
2024-04-06	STATION	101-3491	0.1261102268	WKDBFM
2024-04-06	STATION	102-7051	0.1255842637	PRINCERADIO
2024-04-06	STATION	101-3552	0.1251529999	KCBSHD3
2024-04-06	STATION	101-3401	0.1250058384	WGJC
2024-04-06	STATION	102-7120	0.1245364197	MEGANTHEESTALLIONRADIO
2024-04-06	STATION	101-3670	0.1240506481	WCTHFM
2024-04-06	STATION	101-3405	0.1239150678	LOADEDRADIO
2024-04-06	STATION	101-4952	0.1237399715	WLMZFM
2024-04-06	STATION	102-7618	0.1236112039	THEBLACKCROWES1972
2024-04-06	STATION	102-7018	0.1232105932	JUSTINBIEBERRADIO
2024-04-06	STATION	101-2380	0.1227629707	WPHDHD2
2024-04-06	STATION	102-7204	0.1226737186	RAGEAGAINSTTHEMACHINERADIO
2024-04-06	STATION	101-2365	0.1223800718	WLUIAM
2024-04-06	STATION	101-4125	0.1220571278	WILZFM
2024-04-06	STATION	101-3984	0.1210855663	KMGVFM
2024-04-06	STATION	102-7162	0.1209881372	KELSEABALLERINIRADIO
2024-04-06	STATION	101-2310	0.1209261369	KNTHAM
2024-04-06	STATION	101-4040	0.1207203774	KARNAM
2024-04-06	STATION	101-3865	0.1204328586	WXOKAM
2024-04-06	STATION	101-4172	0.1203933417	KWICFM
2024-04-06	STATION	101-3931	0.1203776712	KLIFFM
2024-04-06	STATION	102-7553	0.1202345929	KORNSREQUIEM
2024-04-06	STATION	102-7189	0.119411549	FAITHHILLRADIO
2024-04-06	STATION	101-1244	0.1188528576	WHKOFM
2024-04-06	STATION	101-2971	0.1184263429	WZUPWRLDRADIO
2024-04-06	STATION	102-7372	0.1182955267	BEATBOX
2024-04-06	STATION	102-7543	0.1182062718	NEWYEARSEVEPARTY
2024-04-06	STATION	102-7025	0.1177743045	THEWEEKNDRADIO
2024-04-06	STATION	102-7384	0.1176952694	THEGRIND
2024-04-06	STATION	101-2506	0.1172994116	WCHZFM
2024-04-06	STATION	102-303	0.1171406594	KITSHD2
2024-04-06	STATION	101-2054	0.117041865	WSSRFM
2024-04-06	STATION	102-7499	0.1167795485	IMHAPPYWAITIMSAD
2024-04-06	STATION	102-859	0.1165567495	TOMORROWSHITSTODAY
2024-04-06	STATION	101-2082	0.1162848933	WGZBFM
2024-04-06	STATION	101-3759	0.1162058573	W291BAHD2
2024-04-06	STATION	101-4797	0.1161942745	NEWWAVERADIO
2024-04-06	STATION	102-7521	0.1161929118	HAILSANTA
2024-04-06	STATION	101-4928	0.1161486243	WHLLAM
2024-04-06	STATION	101-4143	0.115982376	KRMDAM
2024-04-06	STATION	101-3651	0.1159517155	WQLQHD2
2024-04-06	STATION	101-4177	0.1159326378	KCUBAM
2024-04-06	STATION	101-3866	0.1159244616	KAYDFM
2024-04-06	STATION	101-4920	0.1157132442	WRAZFM
2024-04-06	STATION	102-7358	0.1154645523	POPFORTHEPATIO
2024-04-06	STATION	101-4027	0.1154168579	KAOKAM
2024-04-06	STATION	101-2071	0.1152294869	WJXNFM
2024-04-06	STATION	102-7256	0.115149769	ACOUSTIC90S
2024-04-06	STATION	102-7540	0.1146523828	OLIVIARODRIGORADIO
2024-04-06	STATION	101-4328	0.1145249699	MIAMIONERADIO
2024-04-06	STATION	101-3890	0.1145004412	WMGLFM
2024-04-06	STATION	101-2152	0.1144486584	KDBXFM
2024-04-06	STATION	102-7060	0.1144098212	NOTORIOUSBIGRADIO
2024-04-06	STATION	102-7416	0.1141693033	THESEATTLESOUND
2024-04-06	STATION	101-4774	0.1141032119	WLFJFM
2024-04-06	STATION	101-3807	0.1137993274	WILLIEMOOREJR.SHOW
2024-04-06	STATION	101-1577	0.1136460222	WWDEHD2
2024-04-06	STATION	102-7541	0.1135008931	HIPHOPCHRISTMAS
2024-04-06	STATION	102-7280	0.1134824964	PUNKPARTY
2024-04-06	STATION	101-3518	0.1129598941	WJWLAM
2024-04-06	STATION	102-7322	0.1128563274	NOWDANCE
2024-04-06	STATION	101-2142	0.1126784921	KATEAM
2024-04-06	STATION	101-832	0.1119794136	KYKYHD2
2024-04-06	STATION	101-2199	0.1118043027	KDLOFM
2024-04-06	STATION	102-7216	0.1116101134	AEROSMITHRADIO
2024-04-06	STATION	101-3070	0.1113948014	WZNPFM
2024-04-06	STATION	102-7593	0.1113941201	BLACKICONS
2024-04-06	STATION	102-7430	0.1109587255	ELCORAZON
2024-04-06	STATION	101-2305	0.1102398788	KFAXAM
2024-04-06	STATION	102-7315	0.1099516578	HITTHEROADWITHPOP
2024-04-06	STATION	101-3629	0.1096872843	WKTYAM
2024-04-06	STATION	101-1691	0.1094712881	KLTYHD2
2024-04-06	STATION	101-4388	0.1094222289	KBLXHD3
2024-04-06	STATION	101-3926	0.1087592477	WMXUFM
2024-04-06	STATION	102-7667	0.1085664171	HIPHOPMADE19731984
2024-04-06	STATION	101-3968	0.1085023673	WWCKAM
2024-04-06	STATION	101-3761	0.1080219927	WOLBAM
2024-04-06	STATION	101-2174	0.1078823091	KXXKFM
2024-04-06	STATION	102-7431	0.107788278	ENERGIA
2024-04-06	STATION	101-3751	0.1077215023	WQLQHD3
2024-04-06	STATION	101-4852	0.1073814909	WYLEFM
2024-04-06	STATION	101-3619	0.1070407972	WRISFM
2024-04-06	STATION	101-583	0.1069787909	KSWDHD2
2024-04-06	STATION	102-7255	0.1069590306	TORCH
2024-04-06	STATION	102-7497	0.1069365448	AFSPOUTOFTHEDARKNESSRADIO
2024-04-06	STATION	102-7623	0.1067716487	CHERRADIO
2024-04-06	STATION	102-7694	0.1067191817	GREATESTGUITARISTS
2024-04-06	STATION	102-7617	0.1064956857	NIALLHORANRADIO
2024-04-06	STATION	102-7704	0.1064663859	DANCEWITHYOURADIOWITHBRETTYOUNG
2024-04-06	STATION	102-7137	0.1063001265	CHRISBROWNRADIO
2024-04-06	STATION	102-7153	0.1059314931	DOLLYPARTONRADIO
2024-04-06	STATION	101-3911	0.105697775	KKPKFM
2024-04-06	STATION	101-4019	0.1056378123	WIVKFM
2024-04-06	STATION	101-2180	0.1051983121	KLQLFM
2024-04-06	STATION	102-7539	0.1049148507	WESTCOASTRAP
2024-04-06	STATION	101-3902	0.1047226963	WFTKFM
2024-04-06	STATION	102-7234	0.104394943	BOBSEGERRADIO
2024-04-06	STATION	102-7531	0.1043002283	INDUSTRIALT
2024-04-06	STATION	102-7308	0.103867538	CLASSICTEADANCE
2024-04-06	STATION	101-4198	0.1037210362	WGNIFM
2024-04-06	STATION	101-4096	0.1036631169	KKWDFM
2024-04-06	STATION	102-7418	0.1034137228	WOMENTHATROCK
2024-04-06	STATION	102-7113	0.1033898736	BRYANADAMSRADIO
2024-04-06	STATION	102-7201	0.103355122	THEWHORADIO
2024-04-06	STATION	102-7652	0.103053259	BARBRASTREISANDRADIO
2024-04-06	STATION	101-2582	0.1029571806	W272DQ
2024-04-06	STATION	101-3726	0.10283589	KVVAFM
2024-04-06	STATION	101-3624	0.1026812103	WISMFM
2024-04-06	STATION	102-7182	0.1024018325	TOBYKEITHRADIO
2024-04-06	STATION	102-7290	0.1023786646	COUNTRYONE
2024-04-06	STATION	101-4105	0.1021510734	WCOAAM
2024-04-06	STATION	102-7445	0.101973225	POPLATINO80S
2024-04-06	STATION	102-7511	0.1018246771	THERHYTHMOFTHEBLACKEYEDPEAS
2024-04-06	STATION	102-7104	0.1016345628	KELLYCLARKSONRADIO
2024-04-06	STATION	102-7389	0.101104422	WOMENOFHIPHOP
2024-04-06	STATION	101-2207	0.1010124308	KKRVHD3
2024-04-06	STATION	102-7283	0.1007568994	WOMENOFALT
2024-04-06	STATION	101-3625	0.1005967661	WAYYFM
2024-04-06	STATION	101-2376	0.1005081817	WNGZFM
2024-04-06	STATION	102-7537	0.1002158527	CELTICLIGHTNING
2024-04-06	STATION	101-7267	0.1001797374	ALTERNA90S
2024-04-06	STATION	101-4169	0.1001238609	KMAJFM
2024-04-06	STATION	102-7434	0.1000461789	CORRIDOSPROHIBIDOS
2024-04-06	STATION	101-4111	0.09971705212	WGLOFM
2024-04-06	STATION	102-7102	0.09968570667	LANADELREYRADIO
2024-04-06	STATION	102-7628	0.09941790725	BUSHMORETHANMACHINESRADIO
2024-04-06	STATION	101-4132	0.09884210274	KUBLFM
2024-04-06	STATION	101-3783	0.09880530569	WTLCAM
2024-04-06	STATION	101-4079	0.09859883316	WLFFFM
2024-04-06	STATION	101-3889	0.09761893642	WIWFFM
2024-04-06	STATION	101-4789	0.09730275135	WVLYFM
2024-04-06	STATION	101-4204	0.09699542425	WXLOFM
2024-04-06	STATION	101-1271	0.09684550836	KSMGFM
2024-04-06	STATION	101-4227	0.09684141974	WCSX_HD2
2024-04-06	STATION	101-3862	0.09667583063	KQXLFM
2024-04-06	STATION	101-2580	0.09626151631	PARTY1019RADIO
2024-04-06	STATION	101-2529	0.09607343903	WBCNAM
2024-04-06	STATION	102-7666	0.09603050831	HIPHOPMADEMIAMI
2024-04-06	STATION	101-3513	0.09601279086	NUCLEARFALLOUTRADIO
2024-04-06	STATION	101-3791	0.09586628115	WQOKFM
2024-04-06	STATION	101-4240	0.09558348291	OAKUB
2024-04-06	STATION	101-4147	0.09538450165	KHKKFM
2024-04-06	STATION	102-7313	0.09528909958	FRANKIESAYSDANCE
2024-04-06	STATION	101-4287	0.09503764667	WXLFFM
2024-04-06	STATION	101-3414	0.09427238215	BAYSHORERADIO
2024-04-06	STATION	101-3967	0.09412518922	WTRXAM
2024-04-06	STATION	102-7649	0.09396573004	ACALIFORNIACHRISTMASWITHSWITCHFOOT
2024-04-06	STATION	101-3894	0.09396232279	WGOWAM
2024-04-06	STATION	102-7637	0.09384579482	AFTERSHOCKRADIO
2024-04-06	STATION	101-3964	0.09378514572	WRCQFM
2024-04-06	STATION	101-1673	0.09363113778	WHKWAM
2024-04-06	STATION	101-2185	0.09359025069	KMKOFM
2024-04-06	STATION	101-3662	0.09344237561	KMLBAM
2024-04-06	STATION	102-7135	0.09280930501	MIGUELRADIO
2024-04-06	STATION	101-2309	0.09256602526	KKHTFM
2024-04-06	STATION	101-4532	0.09246585113	WISLAM
2024-04-06	STATION	101-3646	0.09233364842	WNSNFM
2024-04-06	STATION	102-7663	0.09207605724	HIPHOPMADEWESTCOAST
2024-04-06	STATION	101-3620	0.09201745177	WWQMFM
2024-04-06	STATION	102-7482	0.09201336302	WORLDCOCKTAILLOUNGE
2024-04-06	STATION	102-7007	0.09198269735	LIZZORADIO
2024-04-06	STATION	101-3958	0.09191523288	KQSMFM
2024-04-06	STATION	101-3486	0.09186548632	KAMPAM
2024-04-06	STATION	102-7581	0.09185458297	TONYBENNETTRADIO
2024-04-06	STATION	101-3879	0.09172714992	KBOIAM
2024-04-06	STATION	102-7305	0.09149954196	BOYBANDNATION
2024-04-06	STATION	101-2283	0.09144638796	WWRCAM
2024-04-06	STATION	101-4224	0.09136801983	WXKBHD2
2024-04-06	STATION	101-4801	0.09108044253	WRKYFM
2024-04-06	STATION	101-4102	0.09092029853	KHAYFM
2024-04-06	STATION	101-4461	0.09086782577	RETROGRESSIONRADIO
2024-04-06	STATION	101-2581	0.09054140392	WETCAM
2024-04-06	STATION	101-2575	0.0904753017	WBMSFM
2024-04-06	STATION	101-3136	0.09040374771	Hot977
2024-04-06	STATION	102-7605	0.09030493501	DISNEYREIMAGINED
2024-04-06	STATION	102-7454	0.090284491	RETROREGGAETON
2024-04-06	STATION	102-7422	0.09022315893	SLATSNOTHINGBUTCANADIANROCK
2024-04-06	STATION	101-3634	0.09017273033	WGFBFM
2024-04-06	STATION	101-1409	0.09012162023	KEAGFM
2024-04-06	STATION	101-1129	0.09006778425	WQMPHD3
2024-04-06	STATION	101-3512	0.0896548139	THEDUMPINTERNETRADIO
2024-04-06	STATION	101-2115	0.08916415451	KYKXFM
2024-04-06	STATION	102-7436	0.08901627489	LAPLAYA
2024-04-06	STATION	101-4163	0.08897606797	WQQOH2
2024-04-06	STATION	102-7011	0.08896311997	POSTMALONERADIO
2024-04-06	STATION	101-5202	0.08880024772	WPAWHD2
2024-04-06	STATION	101-4788	0.08858353875	WEGHFM
2024-04-06	STATION	102-7173	0.08857740547	FLORIDAGEORGIALINERADIO
2024-04-06	STATION	102-7089	0.08853106514	WEEZERRADIO
2024-04-06	STATION	101-4294	0.08821486015	KRFKINTERNETRADIO
2024-04-06	STATION	101-3876	0.08818760107	WJBCAM
2024-04-06	STATION	102-7258	0.08817601596	00SSOFTALT
2024-04-06	STATION	101-1239	0.08813308289	WJGLHD2
2024-04-06	STATION	101-2061	0.08799065404	WDHTFM
2024-04-06	STATION	101-4211	0.08790342482	WLLFFM
2024-04-06	STATION	101-4215	0.0877691735	WWIZFM
2024-04-06	STATION	101-3446	0.08772010699	WWGTFM
2024-04-06	STATION	102-7116	0.08768807746	JOHNLEGENDRADIO
2024-04-06	STATION	102-7420	0.08698955928	GREGSLIST
2024-04-06	STATION	102-583	0.08675172159	KSWDHD2
2024-04-06	STATION	101-3534	0.0866828917	SOYSONIDERORADIO
2024-04-06	STATION	101-3945	0.08624946706	WQHZFM
2024-04-06	STATION	102-7621	0.08573630697	THEOFFSPRINGRADIO
2024-04-06	STATION	102-7160	0.08566270617	DARIUSRUCKERRADIO
2024-04-06	STATION	101-4392	0.08545417036	WPAWHD2
2024-04-06	STATION	101-3774	0.08542214033	WXMGFM
2024-04-06	STATION	101-2069	0.08516862575	WJNTAM
2024-04-06	STATION	102-7590	0.08491034027	ADAMLAMBERTRADIO
2024-04-06	STATION	101-4202	0.08484423548	WORCFM
2024-04-06	STATION	101-2191	0.08470725533	KWIXAM
2024-04-06	STATION	101-2318	0.08464183193	WPITAM
2024-04-06	STATION	102-7093	0.08441898326	THE1975RADIO
2024-04-06	STATION	101-2195	0.08441625728	KDKSFM
2024-04-06	STATION	102-7563	0.08439513093	SHESINGS
2024-04-06	STATION	101-3848	0.08415524447	WLBYAM
2024-04-06	STATION	102-7301	0.08407142042	THEBANJOBLUEGRASSHEAVEN
2024-04-06	STATION	102-7442	0.08398418883	NEWTEJANO
2024-04-06	STATION	102-7546	0.0839194466	MUSICAWARDSRADIO
2024-04-06	STATION	102-7065	0.08377019861	DADDYYANKEERADIO
2024-04-06	STATION	101-1663	0.08363798794	KGFTFM
2024-04-06	STATION	102-7562	0.08356643056	AVRILLAVIGNERADIO
2024-04-06	STATION	102-7114	0.08353303711	BACKSTREETBOYSRADIO
2024-04-06	STATION	101-4411	0.08311459604	KTDDFM
2024-04-06	STATION	101-4285	0.08310778103	WFNKFM
2024-04-06	STATION	101-3703	0.08300964483	WJFKAM
2024-04-06	STATION	101-1626	0.08260074329	KPDQ-FM
2024-04-06	STATION	101-3868	0.08248352464	KQXYFM
2024-04-06	STATION	102-7620	0.08237107642	ATRIBUTETOLARRYLEVAN
2024-04-06	STATION	102-7229	0.0820739401	DEFLEPPARDRADIO
2024-04-06	STATION	102-7223	0.08191583062	RUSHRADIO
2024-04-06	STATION	102-7432	0.08129974718	ESQUINADELASALSA
2024-04-06	STATION	101-4084	0.08123364073	WQQKFM
2024-04-06	STATION	102-7099	0.08096035496	PARAMORERADIO
2024-04-06	STATION	101-3627	0.08084177195	WIZFM
2024-04-06	STATION	102-7214	0.08053372827	STONETEMPLEPILOTSRADIO
2024-04-06	STATION	101-2147	0.08049760806	KAANFM
2024-04-06	STATION	101-3734	0.08048738536	KLNZFM
2024-04-06	STATION	102-7156	0.08026248572	MARENMORRISRADIO
2024-04-06	STATION	101-2312	0.08007029848	WROLAM
2024-04-06	STATION	102-7398	0.08001032511	FAVORITECUP
